year,fg_name,fg_name_norm,match_method,match_score,ibw_rank,ibw_name,ibw_name_norm,ibw_url
2025,Jacob Miller,jacob miller,none,0,,,,
2025,Jacob Miller,jacob miller,none,0,,,,
2025,Liam Simon,liam simon,none,0,,,,
2025,Tyler Stuart,tyler stuart,none,0,,,,
2025,Marquis Grissom Jr.,marquis grissom jr.,none,0,,,,
2025,Cy Nielson,cy nielson,none,0,,,,
2025,Marcus Johnson,marcus johnson,none,0,,,,
2025,Wilian Bormie,wilian bormie,none,0,,,,
2025,Owen Murphy,owen murphy,none,0,,,,
2025,Braden Nett,braden nett,none,0,,,,
2025,Blake Burkhalter,blake burkhalter,none,0,,,,
2025,Mason Adams,mason adams,none,0,,,,
2025,Dylan Ray,dylan ray,none,0,,,,
2025,JR Ritchie,jr ritchie,none,0,,,,
2025,Chris Campos,chris campos,none,0,,,,
2025,Spencer Giesting,spencer giesting,none,0,,,,
2025,Jack Choate,jack choate,none,0,,,,
2025,Jake Miller,jake miller,none,0,,,,
2025,Jake Miller,jake miller,none,0,,,,
2025,David Davalillo,david davalillo,none,0,,,,
2025,Dalton Rogers,dalton rogers,none,0,,,,
2025,Michael Prosecky,michael prosecky,none,0,,,,
2025,William Kempner,william kempner,none,0,,,,
2025,Cameron Weston,cameron weston,none,0,,,,
2025,Trace Bright,trace bright,none,0,,,,
2025,C.J. Culpepper,c.j. culpepper,none,0,,,,
2025,Andrew Morris,andrew morris,none,0,,,,
2025,Eric Adler,eric adler,none,0,,,,
2025,David Sandlin,david sandlin,none,0,,,,
2025,Trevor Martin,trevor martin,none,0,,,,
2025,Kenya Huggins,kenya huggins,none,0,,,,
2025,Eric Reyzelman,eric reyzelman,none,0,,,,
2025,Adam Serwinowski,adam serwinowski,none,0,,,,
2025,Alex McFarlane,alex mcfarlane,none,0,,,,
2025,Ryan Jennings,ryan jennings,none,0,,,,
2025,Karson Milbrandt,karson milbrandt,none,0,,,,
2025,Gabriel Hughes,gabriel hughes,none,0,,,,
2025,Dylan Lesko,dylan lesko,none,0,,,,
2025,Brandon Barriera,brandon barriera,none,0,,,,
2025,Lucas Wepf,lucas wepf,none,0,,,,
2025,Robby Snelling,robby snelling,none,0,,,,
2025,Brycen Mautz,brycen mautz,none,0,,,,
2025,Tyler Schweitzer,tyler schweitzer,none,0,,,,
2025,Cooper Hjerpe,cooper hjerpe,none,0,,,,
2025,Jake Bennett,jake bennett,none,0,,,,
2025,Marques Johnson,marques johnson,none,0,,,,
2025,Peyton Pallette,peyton pallette,none,0,,,,
2025,Max Rajcic,max rajcic,none,0,,,,
2025,Cole Paplham,cole paplham,none,0,,,,
2025,Brandon Birdsell,brandon birdsell,none,0,,,,
2025,Pete Hansen,pete hansen,none,0,,,,
2025,Connor Prielipp,connor prielipp,none,0,,,,
2025,Riley Cornelio,riley cornelio,none,0,,,,
2025,Connor Noland,connor noland,none,0,,,,
2025,Alex Hoppe,alex hoppe,none,0,,,,
2025,Dominic Perachi,dominic perachi,none,0,,,,
2025,Jared Karros,jared karros,none,0,,,,
2025,Samy Natera Jr.,samy natera jr.,none,0,,,,
2025,Isaiah Lowe,isaiah lowe,none,0,,,,
2025,Austin Peterson,austin peterson,none,0,,,,
2025,Payton Martin,payton martin,none,0,,,,
2025,Michael Knorr,michael knorr,none,0,,,,
2025,Andrew Taylor,andrew taylor,none,0,,,,
2025,Steven Zobac,steven zobac,none,0,,,,
2025,Jagger Haynes,jagger haynes,none,0,,,,
2025,Marcelo Perez,marcelo perez,none,0,,,,
2025,Jackson Ferris,jackson ferris,none,0,,,,
2025,Henry Williams,henry williams,none,0,,,,
2025,Darren Bowen,darren bowen,none,0,,,,
2025,Noah Schultz,noah schultz,none,0,,,,
2025,Luis Gastelum,luis gastelum,none,0,,,,
2025,Gary Gill Hill,gary gill hill,fuzzy,90,185,Gary Gill Hill &#8211; TBR,gary gill hill tbr,https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/
2025,Yereny Teus,yereny teus,none,0,,,,
2025,Luis Carias,luis carias,none,0,,,,
2025,Samuel Sanchez,samuel sanchez,none,0,,,,
2025,Francis Texido,francis texido,none,0,,,,
2025,Sandy Ozuna,sandy ozuna,none,0,,,,
2025,Yeferson Vargas,yeferson vargas,none,0,,,,
2025,Yunior Tur,yunior tur,none,0,,,,
2025,Janero Miller,janero miller,none,0,,,,
2025,Jackson Lancaster,jackson lancaster,none,0,,,,
2025,Mavis Graves,mavis graves,none,0,,,,
2025,Adrian  Bohorquez,adrian bohorquez,none,0,,,,
2025,Yordin Chalas,yordin chalas,none,0,,,,
2025,Luis Arestigueta,luis arestigueta,none,0,,,,
2025,Jose Bello,jose bello,none,0,,,,
2025,Kelvis Salcedo,kelvis salcedo,none,0,,,,
2025,Marlon Nieves,marlon nieves,none,0,,,,
2025,Juan Valera,juan valera,none,0,,,,
2025,Kohl Drake,kohl drake,none,0,,,,
2025,Michael Kennedy,michael kennedy,none,0,,,,
2025,Jackson  Humphries,jackson humphries,none,0,,,,
2025,Jeter Martinez,jeter martinez,none,0,,,,
2025,David Matoma,david matoma,none,0,,,,
2025,Keyner Benitez,keyner benitez,none,0,,,,
2025,Jacob Wosinski,jacob wosinski,none,0,,,,
2025,Ubaldo Soto,ubaldo soto,none,0,,,,
2025,Jose Vasquez,jose vasquez,none,0,,,,
2025,Brayan Narvaez,brayan narvaez,none,0,,,,
2025,Yohanfer Santana,yohanfer santana,none,0,,,,
2025,Michael Valverde,michael valverde,none,0,,,,
2025,Kyle Bischoff,kyle bischoff,none,0,,,,
2025,Jose Urbina,jose urbina,none,0,,,,
2025,Jose Urbina,jose urbina,none,0,,,,
2025,Ashton Izzi,ashton izzi,none,0,,,,
2025,Tanner Kohlhepp,tanner kohlhepp,none,0,,,,
2025,Keeler Morfe,keeler morfe,none,0,,,,
2025,Kolton Curtis,kolton curtis,none,0,,,,
2025,Trent Harris,trent harris,none,0,,,,
2025,Paul Bonzagni,paul bonzagni,none,0,,,,
2025,Camden Minacci,camden minacci,none,0,,,,
2025,Hayden Durke,hayden durke,none,0,,,,
2025,Roman Angelo,roman angelo,none,0,,,,
2025,Skylar Hales,skylar hales,none,0,,,,
2025,Ryan Lobus,ryan lobus,none,0,,,,
2025,Carlson Reed,carlson reed,none,0,,,,
2025,Colby Langford,colby langford,none,0,,,,
2025,Sheng-En  Lin,sheng-en lin,none,0,,,,
2025,Carson Jacobs,carson jacobs,none,0,,,,
2025,Chen-Wei Lin,chen-wei lin,none,0,,,,
2025,Jacob Odle,jacob odle,none,0,,,,
2025,Kyle Amendt,kyle amendt,none,0,,,,
2025,Matt Jachec,matt jachec,none,0,,,,
2025,K.C. Hunt,k.c. hunt,none,0,,,,
2025,Bo Bonds,bo bonds,none,0,,,,
2025,Will Johnston,will johnston,none,0,,,,
2025,Noble Meyer,noble meyer,none,0,,,,
2025,Seth Keener,seth keener,none,0,,,,
2025,Christian Oppor,christian oppor,none,0,,,,
2025,Ixan Henderson,ixan henderson,none,0,,,,
2025,Lucas Braun,lucas braun,none,0,,,,
2025,Ethan Pecko,ethan pecko,none,0,,,,
2025,Patrick Reilly,patrick reilly,none,0,,,,
2025,T.J. Nichols,t.j. nichols,none,0,,,,
2025,Jaden Woods,jaden woods,none,0,,,,
2025,Jacob Bresnahan,jacob bresnahan,none,0,,,,
2025,Barrett Kent,barrett kent,none,0,,,,
2025,Tate Kuehner,tate kuehner,none,0,,,,
2025,Junior Ciprian,junior ciprian,none,0,,,,
2025,Ty Weatherly,ty weatherly,none,0,,,,
2025,Joe Whitman,joe whitman,none,0,,,,
2025,Jaden Hamm,jaden hamm,none,0,,,,
2025,Kiefer Lord,kiefer lord,none,0,,,,
2025,Isaiah Coupet,isaiah coupet,none,0,,,,
2025,Jack Mahoney,jack mahoney,none,0,,,,
2025,Jack Mahoney,jack mahoney,none,0,,,,
2025,Josh Hansell,josh hansell,none,0,,,,
2025,James Hicks,james hicks,none,0,,,,
2025,Sean Sullivan,sean sullivan,none,0,,,,
2025,Sean Sullivan,sean sullivan,none,0,,,,
2025,Matt Wilkinson,matt wilkinson,none,0,,,,
2025,Cody Adcock,cody adcock,none,0,,,,
2025,Cale Lansville,cale lansville,none,0,,,,
2025,Nigel Belgrave,nigel belgrave,none,0,,,,
2025,Josh Ekness,josh ekness,none,0,,,,
2025,Kade Morris,kade morris,none,0,,,,
2025,Hayden Mullins,hayden mullins,none,0,,,,
2025,Blake Wehunt,blake wehunt,none,0,,,,
2025,Trey Gibson,trey gibson,none,0,,,,
2025,Thomas White,thomas white,none,0,,,,
2025,Owen Wild,owen wild,none,0,,,,
2025,Jack Wenninger,jack wenninger,none,0,,,,
2025,Patrick Copen,patrick copen,none,0,,,,
2025,Braxton Bragg,braxton bragg,none,0,,,,
2025,Drue Hackenberg,drue hackenberg,none,0,,,,
2025,Garrett Baumann,garrett baumann,none,0,,,,
2025,Landen Maroudis,landen maroudis,none,0,,,,
2025,Juaron Watts-Brown,juaron watts-brown,none,0,,,,
2025,Brett Wichrowski,brett wichrowski,none,0,,,,
2025,Quinn Mathews,quinn mathews,none,0,,,,
2025,Ty Johnson,ty johnson,none,0,,,,
2025,Jackson Nezuh,jackson nezuh,none,0,,,,
2025,Alex Clemmey,alex clemmey,none,0,,,,
2025,George Klassen,george klassen,none,0,,,,
2025,Levi Wells,levi wells,none,0,,,,
2025,Ryan Birchard,ryan birchard,none,0,,,,
2025,Charlee Soto,charlee soto,none,0,,,,
2025,Kai Peterson,kai peterson,none,0,,,,
2025,Sam Knowlton,sam knowlton,none,0,,,,
2025,Jackson Baumeister,jackson baumeister,none,0,,,,
2025,Khristian Curtis,khristian curtis,none,0,,,,
2025,Jojo Ingrassia,jojo ingrassia,none,0,,,,
2025,Michael Forret,michael forret,none,0,,,,
2025,Ben Shields,ben shields,none,0,,,,
2025,Nick Dean,nick dean,none,0,,,,
2025,Zach Fruit,zach fruit,none,0,,,,
2025,Will Sanders,will sanders,none,0,,,,
2025,Drew Dowd,drew dowd,none,0,,,,
2025,Blake Wolters,blake wolters,none,0,,,,
2025,Eriq Swan,eriq swan,none,0,,,,
2025,Brody Hopkins,brody hopkins,none,0,,,,
2025,Nestor German,nestor german,none,0,,,,
2025,Grant Rogers,grant rogers,none,0,,,,
2025,Alonzo Tredwell,alonzo tredwell,none,0,,,,
2025,Bishop Letson,bishop letson,none,0,,,,
2025,Travis Sykora,travis sykora,none,0,,,,
2025,Steven Echavarria,steven echavarria,none,0,,,,
2025,Nazier Mule,nazier mule,none,0,,,,
2025,Cole Schoenwetter,cole schoenwetter,none,0,,,,
2025,Zander Mueth,zander mueth,none,0,,,,
2025,Chris Kean,chris kean,none,0,,,,
2025,Paul Wilson,paul wilson,none,0,,,,
2025,Hyun-Seok Jang,hyun-seok jang,none,0,,,,
2025,Hiro Wyatt,hiro wyatt,none,0,,,,
2025,Adrian Herrera,adrian herrera,none,0,,,,
2025,Trevor Harrison,trevor harrison,none,0,,,,
2025,Jaxon Wiggins,jaxon wiggins,none,0,,,,
2025,Alex Makarewich,alex makarewich,none,0,,,,
2025,Wyatt Crowell,wyatt crowell,none,0,,,,
2025,Branneli Franco,branneli franco,none,0,,,,
2025,Yoel Roque,yoel roque,none,0,,,,
2025,Jose Feliz,jose feliz,none,0,,,,
2025,Kifraidy Encarnacion,kifraidy encarnacion,none,0,,,,
2025,Anderson Brito,anderson brito,none,0,,,,
2025,Luis Maracara,luis maracara,none,0,,,,
2025,Gregory Sanchez,gregory sanchez,none,0,,,,
2025,Yhoiker Fajardo,yhoiker fajardo,none,0,,,,
2025,Reinold Navarro,reinold navarro,none,0,,,,
2025,Manuel Genao,manuel genao,none,0,,,,
2025,Jose Paulino,jose paulino,none,0,,,,
2025,Jose Paulino,jose paulino,none,0,,,,
2025,Esteban Mejia,esteban mejia,none,0,,,,
2025,Esteban Mejia,esteban mejia,none,0,,,,
2025,Manuel Davila,manuel davila,none,0,,,,
2025,Oliver Gonzalez,oliver gonzalez,none,0,,,,
2025,Reiner Lopez,reiner lopez,none,0,,,,
2025,JeanPierre Ortiz,jeanpierre ortiz,none,0,,,,
2025,Sterling Patick,sterling patick,none,0,,,,
2025,Grayson Hitt,grayson hitt,none,0,,,,
2025,Bryan Balzer,bryan balzer,none,0,,,,
2025,Caden Scarborough,caden scarborough,none,0,,,,
2025,Humberto Cruz,humberto cruz,none,0,,,,
2025,Teddy McGraw,teddy mcgraw,none,0,,,,
2025,Hunter Cranton,hunter cranton,none,0,,,,
2025,Fulton Lockhart,fulton lockhart,none,0,,,,
2025,Najer Victor,najer victor,none,0,,,,
2025,Caden Favors,caden favors,none,0,,,,
2025,Omar Montano,omar montano,none,0,,,,
2025,Luke Hayden,luke hayden,none,0,,,,
2025,Pierce George,pierce george,none,0,,,,
2025,Hagen Smith,hagen smith,none,0,,,,
2025,Bryce Mayer,bryce mayer,none,0,,,,
2025,Josh Mallitz,josh mallitz,none,0,,,,
2025,Tyson Neighbors,tyson neighbors,none,0,,,,
2025,Logan Samuels,logan samuels,none,0,,,,
2025,Tyson Hardin,tyson hardin,none,0,,,,
2025,Josh Randall,josh randall,none,0,,,,
2025,Herick Hernandez,herick hernandez,none,0,,,,
2025,Will Watson,will watson,none,0,,,,
2025,Cam Caminiti,cam caminiti,none,0,,,,
2025,Ryan Lambert,ryan lambert,none,0,,,,
2025,Aidan Foeller,aidan foeller,none,0,,,,
2025,Twine Palmer,twine palmer,none,0,,,,
2025,Josh Hartle,josh hartle,none,0,,,,
2025,Frank Elissalt,frank elissalt,none,0,,,,
2025,Cole Hertzler,cole hertzler,none,0,,,,
2025,Brock Moore,brock moore,none,0,,,,
2025,Dylan Ross,dylan ross,none,0,,,,
2025,Ethan Bagwell,ethan bagwell,none,0,,,,
2025,Blake Aita,blake aita,none,0,,,,
2025,Chase Allsup,chase allsup,none,0,,,,
2025,Brooks Auger,brooks auger,none,0,,,,
2025,Drew Beam,drew beam,none,0,,,,
2025,Brody Brecht,brody brecht,none,0,,,,
2025,A.J. Causey,a.j. causey,none,0,,,,
2025,Jurrangelo Cijntje,jurrangelo cijntje,none,0,,,,
2025,Dennis Colleran,dennis colleran,none,0,,,,
2025,Chris Cortez,chris cortez,none,0,,,,
2025,Bryce Cunningham,bryce cunningham,none,0,,,,
2025,Braden Davis,braden davis,none,0,,,,
2025,Nate Dohm,nate dohm,none,0,,,,
2025,Daniel Eagen,daniel eagen,none,0,,,,
2025,Ty Floyd,ty floyd,none,0,,,,
2025,Connor Foley,connor foley,none,0,,,,
2025,Austin Gordon,austin gordon,none,0,,,,
2025,David Hagaman,david hagaman,none,0,,,,
2025,Ben Hess,ben hess,none,0,,,,
2025,Luke Holman,luke holman,none,0,,,,
2025,John Holobetz,john holobetz,none,0,,,,
2025,Lebarron Johnson Jr.,lebarron johnson jr.,none,0,,,,
2025,Gage Jump,gage jump,none,0,,,,
2025,Jackson Kent,jackson kent,none,0,,,,
2025,L.P. Langevin,l.p. langevin,none,0,,,,
2025,Aiden May,aiden may,none,0,,,,
2025,Niko Mazza,niko mazza,none,0,,,,
2025,Matt McShane,matt mcshane,none,0,,,,
2025,Cole Peschl,cole peschl,none,0,,,,
2025,Jonathan Santucci,jonathan santucci,none,0,,,,
2025,Luke Sinnard,luke sinnard,none,0,,,,
2025,Parker Smith,parker smith,none,0,,,,
2025,Khal Stephen,khal stephen,none,0,,,,
2025,Sam Stuhr,sam stuhr,none,0,,,,
2025,Yoel Tejeda Jr.,yoel tejeda jr.,none,0,,,,
2025,Mike Villani,mike villani,none,0,,,,
2025,Jakob Wright,jakob wright,none,0,,,,
2025,Jack Hostetler,jack hostetler,none,0,,,,
2025,Raudy Reyes,raudy reyes,none,0,,,,
2025,Owen Hall,owen hall,none,0,,,,
2025,Ethan Schiefelbein,ethan schiefelbein,none,0,,,,
2025,Levi Sterling,levi sterling,none,0,,,,
2025,Braylon Doughty,braylon doughty,none,0,,,,
2025,Drake George,drake george,none,0,,,,
2025,Logan Tabeling,logan tabeling,none,0,,,,
2025,Bryce Meccage,bryce meccage,none,0,,,,
2025,Dasan Hill,dasan hill,none,0,,,,
2025,Kash Mayfield,kash mayfield,none,0,,,,
2025,Hunter Dryden,hunter dryden,none,0,,,,
2025,Johnny King,johnny king,none,0,,,,
2025,Ryan Sloan,ryan sloan,none,0,,,,
2025,Brandon Clarke,brandon clarke,none,0,,,,
2025,Boston Bateman,boston bateman,none,0,,,,
2025,Brady Smith,brady smith,none,0,,,,
2025,Trey Gregory-Alford,trey gregory-alford,none,0,,,,
2025,Kannon Kemp,kannon kemp,none,0,,,,
2025,Conrad Cason,conrad cason,none,0,,,,
2025,Dylan Jordan,dylan jordan,none,0,,,,
2025,Nate Payne,nate payne,none,0,,,,
2025,Joey Oakie,joey oakie,none,0,,,,
2025,David Shields,david shields,none,0,,,,
2025,Grant Shepardson,grant shepardson,none,0,,,,
2025,Maicol Reyes,maicol reyes,none,0,,,,
2025,Enyel Lopez,enyel lopez,none,0,,,,
2025,Chase Mobley,chase mobley,none,0,,,,
2025,Cole Miller,cole miller,none,0,,,,
2025,Kevin Defrank,kevin defrank,none,0,,,,
2025,Carlos Alvarez,carlos alvarez,none,0,,,,
2025,Sadbiel Delzine,sadbiel delzine,none,0,,,,
2025,Adrian  Pena,adrian pena,none,0,,,,
2025,Santiago Castellanos,santiago castellanos,none,0,,,,
2025,Pedro Montero,pedro montero,none,0,,,,
2025,Eiver Mosquera,eiver mosquera,none,0,,,,
